"Durable Medical Equipment,",,,,
"Prosthetics, Orthotics, and Supplies",,,,
(DMEPOS),,,,
January 2025 Former CBA ZIP Codes ,,,,
,,,,
CBA State,CBA ZIP Code,CBA Name Short,CBA Name,Year/Qtr
IL,60478,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60480,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60482,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60487,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60499,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60501,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60502,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60504,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60513,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60514,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60515,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60516,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60517,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60519,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60521,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60522,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60523,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60525,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60526,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60527,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60532,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60534,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60540,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60546,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60555,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60558,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60559,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60561,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60563,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60565,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60566,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60567,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60569,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60572,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60598,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60599,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60601,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60602,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60603,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60604,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60605,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60606,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60607,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60608,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60609,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60610,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60611,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60612,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60613,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60614,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60615,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60616,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60617,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60618,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60619,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60620,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60621,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60622,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60623,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60624,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60625,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60626,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60628,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60629,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60630,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60631,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60632,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60633,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60634,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60636,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60637,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60638,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60639,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60640,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60641,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60642,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60643,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60644,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60645,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60646,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60647,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60649,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60651,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60652,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60653,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60654,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60655,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60656,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60657,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60659,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60660,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60661,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60664,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60666,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60668,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60669,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60670,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60673,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60674,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60675,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60677,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60678,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60680,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60681,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60682,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60684,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60685,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60686,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60687,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60688,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60689,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60690,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60691,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60693,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60694,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60695,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60696,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60697,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60699,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60701,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60706,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60707,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60712,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60714,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60803,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60804,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60805,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,60827,"Chicago, IL","Chicago-Naperville-Arlington Heights, IL",202501
IL,62001,"East St. Louis, IL","East St. Louis, IL",202501
IL,62002,"East St. Louis, IL","East St. Louis, IL",202501
IL,62009,"East St. Louis, IL","East St. Louis, IL",202501
IL,62010,"East St. Louis, IL","East St. Louis, IL",202501
IL,62012,"East St. Louis, IL","East St. Louis, IL",202501
IL,62014,"East St. Louis, IL","East St. Louis, IL",202501
IL,62018,"East St. Louis, IL","East St. Louis, IL",202501
IL,62019,"East St. Louis, IL","East St. Louis, IL",202501
IL,62021,"East St. Louis, IL","East St. Louis, IL",202501
IL,62022,"East St. Louis, IL","East St. Louis, IL",202501
IL,62023,"East St. Louis, IL","East St. Louis, IL",202501
IL,62024,"East St. Louis, IL","East St. Louis, IL",202501
IL,62025,"East St. Louis, IL","East St. Louis, IL",202501
IL,62026,"East St. Louis, IL","East St. Louis, IL",202501
IL,62028,"East St. Louis, IL","East St. Louis, IL",202501
IL,62030,"East St. Louis, IL","East St. Louis, IL",202501
IL,62031,"East St. Louis, IL","East St. Louis, IL",202501
IL,62033,"East St. Louis, IL","East St. Louis, IL",202501
IL,62034,"East St. Louis, IL","East St. Louis, IL",202501
IL,62035,"East St. Louis, IL","East St. Louis, IL",202501
IL,62037,"East St. Louis, IL","East St. Louis, IL",202501
IL,62040,"East St. Louis, IL","East St. Louis, IL",202501
IL,62046,"East St. Louis, IL","East St. Louis, IL",202501
IL,62048,"East St. Louis, IL","East St. Louis, IL",202501
IL,62052,"East St. Louis, IL","East St. Louis, IL",202501
IL,62058,"East St. Louis, IL","East St. Louis, IL",202501
IL,62059,"East St. Louis, IL","East St. Louis, IL",202501
IL,62060,"East St. Louis, IL","East St. Louis, IL",202501
IL,62061,"East St. Louis, IL","East St. Louis, IL",202501
IL,62062,"East St. Louis, IL","East St. Louis, IL",202501
IL,62063,"East St. Louis, IL","East St. Louis, IL",202501
IL,62067,"East St. Louis, IL","East St. Louis, IL",202501
IL,62069,"East St. Louis, IL","East St. Louis, IL",202501
IL,62071,"East St. Louis, IL","East St. Louis, IL",202501
IL,62074,"East St. Louis, IL","East St. Louis, IL",202501
IL,62079,"East St. Louis, IL","East St. Louis, IL",202501
IL,62084,"East St. Louis, IL","East St. Louis, IL",202501
IL,62085,"East St. Louis, IL","East St. Louis, IL",202501
IL,62086,"East St. Louis, IL","East St. Louis, IL",202501
IL,62087,"East St. Louis, IL","East St. Louis, IL",202501
IL,62088,"East St. Louis, IL","East St. Louis, IL",202501
IL,62090,"East St. Louis, IL","East St. Louis, IL",202501
IL,62093,"East St. Louis, IL","East St. Louis, IL",202501
IL,62095,"East St. Louis, IL","East St. Louis, IL",202501
IL,62097,"East St. Louis, IL","East St. Louis, IL",202501
IL,62201,"East St. Louis, IL","East St. Louis, IL",202501
IL,62202,"East St. Louis, IL","East St. Louis, IL",202501
IL,62203,"East St. Louis, IL","East St. Louis, IL",202501
IL,62204,"East St. Louis, IL","East St. Louis, IL",202501
IL,62205,"East St. Louis, IL","East St. Louis, IL",202501
IL,62206,"East St. Louis, IL","East St. Louis, IL",202501
IL,62207,"East St. Louis, IL","East St. Louis, IL",202501
IL,62208,"East St. Louis, IL","East St. Louis, IL",202501
IL,62215,"East St. Louis, IL","East St. Louis, IL",202501
IL,62216,"East St. Louis, IL","East St. Louis, IL",202501
IL,62218,"East St. Louis, IL","East St. Louis, IL",202501
IL,62219,"East St. Louis, IL","East St. Louis, IL",202501
IL,62220,"East St. Louis, IL","East St. Louis, IL",202501
IL,62221,"East St. Louis, IL","East St. Louis, IL",202501
IL,62222,"East St. Louis, IL","East St. Louis, IL",202501
IL,62223,"East St. Louis, IL","East St. Louis, IL",202501
IL,62225,"East St. Louis, IL","East St. Louis, IL",202501
IL,62226,"East St. Louis, IL","East St. Louis, IL",202501
IL,62230,"East St. Louis, IL","East St. Louis, IL",202501
IL,62231,"East St. Louis, IL","East St. Louis, IL",202501
IL,62232,"East St. Louis, IL","East St. Louis, IL",202501
IL,62234,"East St. Louis, IL","East St. Louis, IL",202501
IL,62236,"East St. Louis, IL","East St. Louis, IL",202501
IL,62239,"East St. Louis, IL","East St. Louis, IL",202501
IL,62240,"East St. Louis, IL","East St. Louis, IL",202501
IL,62243,"East St. Louis, IL","East St. Louis, IL",202501
IL,62244,"East St. Louis, IL","East St. Louis, IL",202501
IL,62245,"East St. Louis, IL","East St. Louis, IL",202501
IL,62246,"East St. Louis, IL","East St. Louis, IL",202501
IL,62248,"East St. Louis, IL","East St. Louis, IL",202501
IL,62249,"East St. Louis, IL","East St. Louis, IL",202501
IL,62250,"East St. Louis, IL","East St. Louis, IL",202501
IL,62252,"East St. Louis, IL","East St. Louis, IL",202501
IL,62253,"East St. Louis, IL","East St. Louis, IL",202501
IL,62254,"East St. Louis, IL","East St. Louis, IL",202501
IL,62255,"East St. Louis, IL","East St. Louis, IL",202501
IL,62256,"East St. Louis, IL","East St. Louis, IL",202501
IL,62257,"East St. Louis, IL","East St. Louis, IL",202501
IL,62258,"East St. Louis, IL","East St. Louis, IL",202501
IL,62260,"East St. Louis, IL","East St. Louis, IL",202501
IL,62262,"East St. Louis, IL","East St. Louis, IL",202501
IL,62264,"East St. Louis, IL","East St. Louis, IL",202501
IL,62265,"East St. Louis, IL","East St. Louis, IL",202501
IL,62266,"East St. Louis, IL","East St. Louis, IL",202501
IL,62269,"East St. Louis, IL","East St. Louis, IL",202501
IL,62273,"East St. Louis, IL","East St. Louis, IL",202501
IL,62275,"East St. Louis, IL","East St. Louis, IL",202501
IL,62279,"East St. Louis, IL","East St. Louis, IL",202501
IL,62281,"East St. Louis, IL","East St. Louis, IL",202501
IL,62282,"East St. Louis, IL","East St. Louis, IL",202501
IL,62284,"East St. Louis, IL","East St. Louis, IL",202501
IL,62285,"East St. Louis, IL","East St. Louis, IL",202501
IL,62289,"East St. Louis, IL","East St. Louis, IL",202501
IL,62293,"East St. Louis, IL","East St. Louis, IL",202501
IL,62294,"East St. Louis, IL","East St. Louis, IL",202501
IL,62295,"East St. Louis, IL","East St. Louis, IL",202501
IL,62298,"East St. Louis, IL","East St. Louis, IL",202501
IL,62572,"East St. Louis, IL","East St. Louis, IL",202501
IL,62626,"East St. Louis, IL","East St. Louis, IL",202501
IL,62630,"East St. Louis, IL","East St. Louis, IL",202501
IL,62640,"East St. Louis, IL","East St. Louis, IL",202501
IL,62649,"East St. Louis, IL","East St. Louis, IL",202501
IL,62667,"East St. Louis, IL","East St. Louis, IL",202501
IL,62672,"East St. Louis, IL","East St. Louis, IL",202501
IL,62674,"East St. Louis, IL","East St. Louis, IL",202501
IL,62683,"East St. Louis, IL","East St. Louis, IL",202501
IL,62685,"East St. Louis, IL","East St. Louis, IL",202501
IL,62690,"East St. Louis, IL","East St. Louis, IL",202501
IL,60002,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60010,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60011,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60012,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60013,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60014,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60015,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60020,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60021,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60030,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60031,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60033,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60034,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60035,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60037,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60039,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60040,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60041,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60042,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60044,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60045,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60046,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60047,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60048,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60050,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60051,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60060,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60061,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60064,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60069,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60071,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60072,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60073,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60075,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60079,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60081,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60083,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60084,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60085,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60086,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60087,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60088,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60089,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60096,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60097,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60098,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60099,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60102,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60142,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60152,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60156,"Lake County, IL","Lake & McHenry Counties, IL",202501
IL,60180,"Lake County, IL","Lake & McHenry Counties, IL",202501
IN,47001,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47003,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47006,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47010,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47012,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47016,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47018,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47022,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47024,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47025,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47030,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47032,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47035,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47036,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47040,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
IN,47041,"Dearborn County, IN","Dearborn, Franklin, Ohio & Union Counties, IN",202501
